FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE
3,4,2,4,1,7,1,2,2,3,3,7,3,8,5,4,2,7,0,10,2,630.5
2,1,10,8,10,6,3,2,1,8,7,6,3,8,0,3,2,8,4,2,1,710.2
3,1,10,10,10,7,10,5,1,8,5,8,10,5,8,1,2,10,4,10,3,754.2
3,3,8,6,4,10,5,2,2,4,3,6,2,6,0,1,1,10,1,7,3,657.1
2,5,3,4,3,10,2,0,1,9,3,10,2,6,8,9,1,2,2,4,2,610.3
1,3,1,0,0,2,1,1,2,1,0,1,0,7,10,7,2,2,0,10,2,556
4,5,4,1,3,10,0,0,2,0,1,5,0,6,10,10,1,0,0,7,2,554.9
3,1,10,2,10,5,2,5,2,7,4,2,1,6,0,0,2,4,4,10,3,683.5
5,2,10,3,6,6,5,2,1,10,2,10,5,8,1,7,2,10,5,10,2,721.2
2,3,7,6,5,10,3,3,2,9,5,4,2,7,0,1,2,4,4,3,2,668.8
2,2,10,5,2,10,2,1,2,7,3,5,5,7,5,5,1,1,5,10,3,638.4
5,5,5,2,2,0,2,2,2,5,1,2,1,6,10,7,1,3,0,2,2,559.4
2,4,4,3,0,10,9,1,1,6,3,7,10,8,7,2,2,10,2,7,3,679.8
2,1,3,2,3,1,3,2,2,4,2,5,3,5,2,0,2,7,5,4,2,632.9
5,3,10,10,6,10,5,1,1,8,2,6,2,8,5,1,2,10,10,6,3,722.1
5,2,3,2,10,6,10,4,2,3,3,1,10,7,10,0,2,10,2,10,4,683.5
4,3,8,5,10,7,5,2,1,9,4,7,5,5,7,3,2,10,1,3,2,691.1
3,0,3,10,2,3,4,1,1,8,2,9,7,7,0,1,2,7,7,5,3,702.1
4,3,10,10,10,10,10,5,1,10,4,7,10,7,0,3,2,10,1,10,4,764.6
4,2,3,5,2,4,5,5,1,8,2,8,2,7,0,0,2,10,1,10,4,701.9
5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,3,656.7
3,3,3,10,10,10,10,5,2,8,5,2,5,5,0,5,2,10,4,6,4,703.7
2,3,7,6,3,10,3,4,2,9,1,2,5,7,10,1,2,4,1,7,2,648
5,1,4,5,10,3,1,3,1,3,1,7,1,7,0,0,2,9,1,4,4,683
5,3,10,10,6,10,5,1,1,8,2,6,2,8,5,1,2,10,10,6,3,722.1
1,1,10,5,1,5,6,1,1,5,1,3,1,8,10,0,2,3,1,6,2,643.3
3,4,3,10,5,4,2,2,2,9,2,2,2,9,0,0,1,10,2,5,3,643.3
1,2,4,7,8,8,2,5,2,9,8,3,4,7,1,1,2,6,1,7,3,682.2
4,3,10,5,2,2,3,1,1,5,1,2,7,7,0,10,2,5,1,5,3,646.3
3,3,1,6,4,3,1,2,1,4,2,5,1,5,10,2,2,10,1,2,3,626.1
1,2,6,8,3,3,0,2,2,4,1,2,1,9,3,1,2,2,1,7,2,622.9
5,4,3,5,8,5,9,1,2,5,1,4,3,7,10,5,1,9,3,10,3,633.1
1,3,4,5,6,3,6,0,2,6,7,4,1,8,0,7,1,3,2,3,3,609.5
1,4,0,10,10,10,6,5,2,0,0,10,0,6,10,4,2,4,0,0,3,625.6
4,5,1,2,10,10,6,5,2,4,2,10,5,8,10,1,2,3,3,3,3,656.6
2,4,10,4,10,10,3,1,2,8,2,4,2,8,0,4,2,10,1,3,3,663.9
5,2,7,7,10,3,10,0,1,2,2,9,10,9,0,1,1,10,1,7,3,704.2
3,3,7,2,10,4,2,2,1,3,2,6,4,8,0,4,2,4,2,6,3,666
1,2,0,5,2,10,2,1,1,8,3,8,0,7,6,4,2,4,4,3,4,642.4
3,1,3,7,6,10,5,1,2,6,6,8,5,7,0,4,2,3,7,7,3,686.6
3,1,4,2,2,6,1,2,1,7,0,6,3,9,0,0,2,2,0,6,4,659.4
5,3,10,10,6,10,5,1,1,8,2,6,2,8,5,1,2,10,10,6,3,722.1
3,1,0,1,1,1,0,1,1,9,1,5,0,7,10,0,2,0,8,5,4,621.4
3,3,10,7,10,10,1,5,1,5,7,9,7,7,0,7,2,5,7,10,3,731
1,3,10,10,0,10,4,1,1,6,1,10,1,8,0,2,1,1,1,10,2,663.4
2,3,3,8,5,4,7,2,1,7,5,4,4,7,0,2,1,5,8,4,1,667.1
2,5,1,3,5,2,1,0,2,5,4,4,2,8,0,1,1,1,1,3,3,585.7
3,2,6,2,2,3,1,1,1,4,1,5,5,8,0,3,1,6,2,1,3,626.7
2,5,2,1,2,5,3,5,2,4,2,4,1,6,0,3,1,5,1,3,2,597.2
3,2,0,1,3,5,7,4,1,10,8,4,2,8,6,3,2,5,3,9,2,675.8
5,1,5,5,6,3,8,3,1,10,6,10,10,8,0,0,2,4,5,3,4,729.7
5,3,10,10,4,2,3,3,1,7,4,6,0,8,0,1,2,10,2,7,3,703.4
3,4,7,6,8,3,2,0,1,5,2,8,3,6,5,6,2,3,4,10,2,655.8
2,2,4,5,2,2,1,2,1,3,3,5,1,8,0,2,1,5,1,4,2,625
0,1,10,6,0,5,0,0,2,2,0,3,1,7,0,1,2,5,1,10,2,626.1
2,4,10,4,3,6,6,2,1,6,3,5,0,7,0,0,1,4,5,4,2,653.7
5,0,1,1,1,10,10,0,1,10,5,5,5,10,0,0,2,6,10,10,2,724
2,2,10,5,4,5,5,1,1,3,4,6,0,7,4,4,2,6,9,5,2,670.9
5,0,1,10,10,10,10,5,2,8,5,6,6,6,10,1,2,3,1,5,3,699.6
5,1,2,2,1,3,1,0,2,9,3,6,5,7,0,2,2,3,0,4,2,635.2
2,4,10,10,5,4,5,5,1,3,1,4,0,6,2,10,1,10,7,5,3,655
5,3,10,6,2,3,2,1,1,8,1,5,0,7,0,1,1,5,1,10,2,657.1
2,3,2,4,2,3,4,1,2,5,2,5,3,9,5,2,1,6,3,7,2,611.6
2,4,10,8,5,10,5,5,2,6,1,2,0,8,4,1,2,10,1,7,3,672
2,2,2,3,3,2,4,3,2,2,1,1,0,5,0,4,1,4,2,2,3,584.5
4,4,10,3,5,6,6,5,1,6,1,10,2,8,0,4,1,7,1,10,4,685.5
4,4,1,2,0,4,2,0,2,2,1,2,3,6,5,10,1,2,0,3,3,550.9
1,2,2,2,6,1,2,1,2,2,1,2,0,6,1,3,2,6,2,6,3,603.6
5,1,3,5,5,5,2,4,1,6,0,8,5,7,0,0,2,3,2,5,3,686.6
3,2,5,10,8,10,5,5,2,6,1,7,5,6,0,5,2,10,3,5,3,696.4
5,2,3,4,4,7,2,2,1,5,2,10,1,7,0,5,2,2,3,7,2,670
4,3,2,7,4,4,0,1,2,8,1,6,2,7,5,7,2,2,0,7,4,618.2
5,2,3,4,4,7,2,2,1,5,2,10,1,7,0,5,2,2,3,7,2,670
3,2,5,10,8,10,7,4,2,3,3,5,3,7,0,0,2,4,3,3,4,684.3
3,2,10,3,3,3,5,2,1,6,1,2,3,8,0,2,2,3,3,6,2,665.2
4,1,10,5,4,5,3,3,1,7,1,8,2,9,0,4,2,3,5,10,2,700.6
4,3,2,4,10,6,3,3,2,4,5,3,1,7,10,5,2,10,10,7,4,656.7
4,3,6,8,8,8,10,3,1,7,8,10,3,7,3,4,2,10,8,10,1,741.4
2,2,8,4,1,4,1,0,2,5,7,2,0,7,0,2,1,4,8,9,3,627.6
3,2,0,8,5,6,3,0,1,6,5,1,5,5,10,5,1,5,0,3,3,611.7
2,3,10,3,0,5,1,0,1,7,3,8,1,6,6,0,2,1,4,7,2,645.6
4,1,10,10,6,3,5,5,2,8,5,4,3,7,3,2,2,10,4,7,2,704.5
4,4,10,3,3,10,4,1,1,6,1,6,5,7,0,1,2,10,1,4,2,684.5
4,2,10,4,9,4,3,0,1,10,2,10,3,8,10,3,2,10,5,10,2,699.1
4,2,10,4,9,4,3,0,1,10,2,10,3,8,10,3,2,10,5,10,2,699.1
5,3,3,2,4,5,1,0,1,6,4,10,2,7,0,3,2,10,1,7,3,671.7
4,2,8,8,3,10,3,2,1,9,6,4,0,8,0,2,1,5,7,10,2,694.5
1,5,1,3,2,3,10,1,1,1,3,1,0,7,10,2,1,4,3,10,1,596.8
5,3,7,1,3,1,4,5,1,9,2,5,2,7,0,0,2,6,4,10,3,691.1
1,3,9,6,1,1,4,0,2,9,1,7,0,9,0,1,2,1,2,10,2,640.9
2,5,4,4,5,7,10,0,2,10,4,10,10,7,10,3,2,10,1,4,3,661.5
3,2,6,10,4,2,1,3,2,5,1,1,1,6,8,3,1,10,1,10,3,622.1
3,2,6,10,4,2,1,3,2,5,1,1,1,6,8,3,1,10,1,10,3,622.1
5,2,10,10,10,10,5,2,1,7,2,8,7,7,0,3,2,10,5,10,2,747.8
5,2,5,7,2,3,8,2,1,4,2,7,5,9,0,0,1,10,2,10,2,690.2
3,4,8,3,5,8,6,2,1,9,5,3,8,8,6,1,2,5,6,8,3,694.3
0,3,0,2,2,1,0,1,2,0,0,1,0,10,0,7,1,3,0,5,2,551.5
4,3,6,7,2,4,6,1,1,5,2,6,0,7,0,10,1,10,2,7,2,645.4
5,1,2,4,10,10,2,5,2,10,7,4,3,8,0,0,2,1,3,7,4,697.9
3,4,2,1,10,4,0,5,2,7,1,5,2,6,0,1,1,10,1,5,2,633.1
4,0,3,10,10,10,8,3,2,7,3,4,10,7,0,0,2,10,7,10,4,738.5
2,2,8,2,2,9,2,3,1,6,2,6,0,6,0,7,2,2,0,2,3,641.8
2,4,10,5,1,3,2,0,2,5,1,1,0,7,0,1,1,4,0,10,3,603.6
2,4,10,5,1,3,2,0,2,5,1,1,0,7,0,1,1,4,0,10,3,603.6
0,4,10,9,10,10,3,5,1,10,5,2,0,8,0,2,2,7,3,7,4,706
5,3,5,10,8,10,3,3,2,6,2,10,2,7,5,5,2,10,2,7,3,687
5,3,5,10,8,10,3,3,2,6,2,10,2,7,5,5,2,10,2,7,3,687
2,4,0,7,3,1,0,5,2,8,0,5,10,4,0,1,2,3,1,7,4,637.8
4,2,5,3,5,2,5,1,1,2,5,5,2,6,10,0,1,10,6,10,4,651.8
2,2,10,4,1,10,1,1,2,8,0,4,0,5,0,10,1,10,0,5,3,614
1,3,2,3,8,3,2,5,1,9,2,1,0,8,6,1,2,10,1,3,2,649.7
1,3,2,3,8,3,3,4,1,9,2,1,0,8,6,0,2,10,1,2,2,648
5,2,7,6,4,10,5,0,1,7,5,10,10,7,2,0,2,6,4,8,4,722.7
4,1,7,10,5,8,4,5,1,3,2,9,10,7,0,0,2,6,1,10,4,731
4,2,6,4,4,8,1,5,1,6,1,8,1,8,0,1,2,8,1,5,4,690.2
4,2,5,3,10,9,2,3,2,5,1,6,2,8,0,1,2,5,1,9,4,674.5
5,2,6,6,3,7,6,2,1,5,4,7,2,8,0,0,2,10,7,7,2,713.8
2,4,5,6,7,7,7,4,2,6,4,5,3,7,6,7,2,5,6,6,3,657.1
3,3,2,5,2,3,8,1,2,10,5,3,8,7,5,2,2,3,10,5,3,658.4
3,1,8,10,7,10,7,2,1,9,2,9,6,7,0,0,2,10,2,8,4,739.5
1,5,2,10,5,6,5,3,1,3,3,5,0,6,5,2,2,5,1,10,2,651.8
1,5,5,5,6,5,2,2,1,2,2,4,2,5,5,3,2,5,1,10,2,634.4
5,1,10,9,5,5,2,2,1,0,2,10,3,9,0,1,2,10,2,10,2,714.6
5,1,5,10,10,5,10,5,1,10,8,10,10,8,0,0,2,5,8,10,4,780.7
4,1,0,7,3,10,6,5,2,0,4,1,10,9,0,0,2,10,5,10,4,700.9
5,0,10,10,10,10,5,5,1,10,6,10,10,4,0,0,2,10,3,10,4,781.6
5,1,10,10,10,10,10,5,1,10,8,10,10,6,0,0,2,10,6,10,4,799
3,1,1,10,10,8,3,2,1,9,5,8,10,8,0,0,2,4,10,6,3,734.4
3,4,4,3,5,2,4,2,1,8,1,5,1,8,0,1,1,4,0,2,3,628.4
4,1,5,4,5,8,2,3,1,4,3,2,1,7,0,0,2,5,3,7,4,678.6
5,4,5,5,6,8,5,3,1,4,1,8,1,6,5,4,2,10,1,10,4,681.3
1,3,10,10,5,10,10,0,2,5,3,8,10,6,3,7,2,10,5,8,3,693.2
4,1,1,6,8,10,4,3,2,7,3,7,2,7,0,4,2,0,1,2,3,659.2
1,4,2,5,0,1,3,0,2,4,2,5,2,6,0,0,1,9,3,10,2,607.6
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,4,704.5
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,4,704.5
3,1,10,9,9,5,4,5,1,8,1,2,3,8,0,2,2,2,2,5,2,699.2
3,1,10,7,4,3,4,4,1,6,1,1,3,7,0,2,2,3,1,4,2,671.6
5,3,1,3,7,7,8,4,1,7,1,9,4,7,7,3,2,10,8,10,4,707.2
5,1,10,8,4,6,3,2,1,8,2,4,2,7,0,0,1,5,1,7,3,680.7
4,1,0,10,0,10,3,0,2,7,4,9,7,8,0,0,1,10,3,5,1,670
2,2,3,2,1,2,1,1,1,1,2,1,1,8,10,1,2,7,2,4,3,607.2
5,0,3,0,2,1,4,1,1,10,7,10,8,10,0,3,2,5,6,10,1,709.7
3,3,4,4,3,5,4,1,1,5,2,5,2,7,0,10,2,5,1,7,2,641.8
1,5,5,5,3,10,1,5,1,0,1,5,2,8,10,4,2,10,2,3,2,636.9
3,1,3,7,8,8,7,4,2,8,10,5,5,5,2,2,2,10,8,10,4,719.6
5,2,5,1,6,1,2,3,2,8,1,3,3,8,0,4,2,10,0,10,4,658.6
4,4,7,7,5,10,4,3,2,8,6,3,3,8,0,3,1,2,1,7,1,655.2
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,4,704.5
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,4,704.5
5,2,5,7,4,1,5,0,1,7,1,3,0,9,0,0,2,0,2,7,4,660.5
2,3,2,10,10,10,3,5,2,6,1,1,0,6,0,2,1,6,0,10,3,649.3
4,1,3,6,1,10,2,1,2,8,2,6,6,9,0,1,2,2,3,9,3,673
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,4,704.5
2,4,3,1,4,7,2,4,2,0,2,5,0,7,4,5,2,4,6,7,4,619.7
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,4,704.5
5,2,10,6,5,9,4,1,1,2,1,10,2,8,0,1,2,10,4,10,3,714.4
5,3,4,2,1,4,4,1,2,9,2,10,2,6,0,0,2,4,2,3,3,647.7
2,4,4,3,0,3,1,5,2,7,4,3,0,8,0,10,2,3,0,0,3,600.8
3,4,4,10,5,10,4,5,2,8,1,3,9,8,0,1,2,5,1,7,4,685.8
4,0,10,8,6,5,3,2,1,10,3,5,5,8,0,0,2,7,7,5,2,723.6
4,3,10,5,6,4,6,5,1,8,1,6,3,8,10,1,2,5,1,10,1,689.8
4,1,2,5,2,4,3,1,2,5,0,2,3,7,5,7,2,5,1,4,1,612.3
5,2,8,10,8,10,6,0,1,10,8,2,1,8,0,1,2,10,8,10,2,740
1,5,3,7,3,10,1,1,1,5,1,4,5,6,10,10,2,5,1,1,2,607.4
5,3,8,3,2,2,1,0,1,2,1,2,0,7,0,2,2,4,1,3,4,627.6
3,2,3,9,10,10,4,1,1,4,7,6,7,7,2,1,2,9,7,5,3,715.1
4,1,10,10,7,4,3,5,1,5,2,1,5,8,0,1,2,8,1,7,3,709.2
5,5,9,2,9,4,6,3,1,5,5,6,5,8,0,5,2,7,7,9,2,705.1
3,5,2,3,2,10,3,0,2,8,2,2,0,6,10,8,2,4,0,2,3,583.2
2,1,2,5,0,10,1,2,2,2,0,3,0,7,0,2,2,2,1,4,4,615.9
2,3,10,6,10,2,10,0,2,6,3,3,6,10,0,1,2,10,4,10,2,694.7
2,1,10,10,10,10,2,0,2,10,1,6,3,10,0,0,2,7,7,10,3,714
5,2,5,10,10,3,4,3,1,4,3,8,3,7,4,1,2,8,3,8,3,705.3
3,3,3,2,0,0,7,4,1,5,5,7,3,6,0,0,1,7,1,2,3,642
4,2,8,4,0,6,0,0,2,4,1,3,0,7,3,1,1,2,1,6,2,600.6
5,4,2,10,10,3,3,1,1,5,0,8,0,7,6,8,1,5,0,0,3,620.3
5,1,5,10,10,4,10,5,1,9,3,10,2,8,0,1,2,10,4,8,3,751.8
5,0,3,2,10,4,3,0,1,5,1,4,10,8,5,0,1,4,2,8,1,663.9
3,3,10,10,8,10,10,3,1,8,3,5,5,5,8,1,2,10,3,3,2,711.1
2,3,1,10,5,10,2,2,2,8,2,5,1,7,0,4,1,4,1,4,3,628.2
1,2,3,10,5,10,10,3,1,8,10,6,10,7,0,1,1,10,5,9,1,727
0,5,4,5,3,2,1,0,2,10,1,1,0,3,10,7,2,5,1,2,2,563.7
5,2,8,3,10,10,10,5,1,8,10,10,3,7,0,3,2,10,3,10,3,760.1
2,2,0,1,10,0,7,2,1,8,6,10,1,7,5,1,2,5,2,3,3,663.2
4,1,6,5,6,10,2,2,1,7,2,4,5,7,0,1,2,10,1,10,4,706.2
4,4,9,6,1,7,2,1,1,8,1,6,2,7,0,3,2,6,1,4,4,664.1
5,2,7,10,4,10,3,3,1,6,2,8,2,8,1,2,1,4,3,3,2,681.7
4,3,7,1,0,1,0,0,2,2,2,3,0,8,0,2,1,0,2,6,3,583.8
3,3,0,0,2,4,1,2,1,0,3,10,0,6,0,2,2,3,1,1,3,620.5
3,2,3,7,3,4,2,3,1,2,1,3,4,7,7,6,2,3,2,2,1,627.8
1,2,4,4,3,2,1,0,1,8,0,2,5,7,0,1,2,3,5,3,3,637.8
2,3,5,10,10,7,3,4,1,4,2,10,4,7,0,1,2,2,1,6,3,693.8
2,3,5,10,10,7,3,4,1,4,2,10,4,7,0,1,2,2,1,6,3,693.8
2,2,8,6,3,5,5,0,1,6,1,3,1,9,0,1,1,2,1,3,2,635
5,2,4,5,3,10,2,5,1,8,2,8,4,9,4,1,2,10,3,7,2,710.8
1,3,5,1,3,4,2,1,2,1,1,1,5,7,0,10,1,10,2,10,3,596.8
2,4,5,3,7,8,4,1,2,9,2,3,5,7,10,6,2,10,3,5,3,636.3
2,4,5,3,7,8,4,1,2,9,2,3,5,7,10,6,2,10,3,5,3,636.3
2,4,5,3,7,8,4,1,2,9,2,3,5,7,10,6,2,10,3,5,3,636.3
5,0,10,8,10,6,2,5,2,8,2,2,1,8,0,2,2,5,5,9,4,706
5,2,3,4,2,4,7,4,1,4,6,10,5,5,7,3,2,8,5,4,2,684.9
2,0,0,1,1,10,0,0,1,0,0,4,0,8,0,0,2,0,0,1,1,612.9
5,3,10,7,3,4,8,2,1,8,5,10,1,8,0,1,2,10,6,9,3,728
2,2,8,10,10,10,3,2,2,8,4,7,4,5,0,2,2,10,2,10,3,704.7
2,2,3,10,10,6,5,3,1,8,3,5,10,8,0,1,1,4,5,10,4,703.2
4,1,6,6,10,10,6,4,1,9,7,9,7,7,0,0,2,8,4,10,4,756.5
5,3,5,10,10,10,0,5,2,5,2,2,10,8,10,0,2,4,0,1,3,666.9
4,1,1,10,7,5,4,2,2,0,5,1,1,8,7,1,1,10,4,1,4,629.3
2,2,3,1,10,3,5,2,1,4,1,2,2,7,10,9,2,3,0,4,3,614
5,3,4,7,7,3,2,2,2,2,1,3,2,9,0,1,2,7,4,10,4,662.2
4,3,10,10,7,4,3,3,1,8,1,7,1,8,0,3,2,7,2,10,4,705.3
5,3,6,8,10,10,5,5,1,7,1,5,10,6,10,2,2,10,2,10,3,719.8
3,2,4,3,2,10,4,2,1,3,1,10,1,5,0,5,2,5,1,5,1,657.7
1,0,6,4,1,10,0,2,2,2,0,8,1,5,0,0,2,1,0,10,2,638.6
2,1,5,5,5,8,8,3,2,5,8,2,10,8,2,1,2,8,2,5,2,689
3,3,10,10,10,5,2,1,1,2,0,1,0,9,0,10,1,5,2,10,2,644.8
4,3,5,4,4,4,2,1,1,6,1,7,1,7,5,2,1,10,6,8,2,652.4
2,4,4,9,1,10,2,0,1,4,1,4,2,7,1,5,1,3,2,6,2,622.9
2,1,3,1,1,2,6,0,2,7,0,3,5,7,2,1,2,3,4,7,2,627.8
5,2,1,10,10,8,9,5,1,8,3,5,10,7,7,5,1,10,6,10,3,718.3
3,5,4,4,2,4,4,5,1,8,7,10,5,8,10,3,2,2,3,3,1,661.7
5,3,6,5,6,4,2,2,2,6,2,6,5,6,1,0,2,6,5,5,3,667.3
5,2,10,3,2,10,2,1,1,8,3,4,1,7,10,2,2,3,3,8,2,665.4
1,1,5,10,6,10,10,5,2,6,10,10,10,8,2,3,2,10,10,10,1,751.8
2,4,4,2,1,2,3,0,1,4,3,5,2,6,3,3,2,2,4,4,2,617.8
0,1,9,10,6,10,6,5,2,7,7,8,6,8,1,1,2,10,8,10,1,736.1
0,1,9,10,6,10,6,5,2,7,7,8,6,8,1,1,2,10,8,10,1,736.1
2,5,5,5,8,7,6,2,2,4,4,8,0,7,3,5,1,5,1,3,2,620.3
0,4,1,2,3,2,2,0,1,5,2,2,1,8,9,10,2,8,2,8,1,595.5
3,2,10,10,7,5,10,5,1,8,5,3,5,6,2,2,2,10,4,10,1,734.7
4,3,1,8,10,10,2,0,2,9,1,2,1,8,0,4,2,6,2,4,3,651.6
3,3,2,4,2,3,4,4,1,8,4,3,4,7,10,10,2,10,4,7,3,648.2
1,2,4,7,2,4,4,0,1,7,1,1,2,8,3,7,2,10,0,5,2,636.1
3,5,3,5,5,3,10,1,1,10,10,8,10,5,0,2,1,5,10,10,1,699.8
2,3,3,3,1,10,1,1,2,6,3,8,1,8,0,1,2,4,2,6,4,640.9
3,3,10,6,10,10,1,4,2,4,0,7,2,8,0,3,2,5,1,7,3,676.4
2,2,4,7,4,6,3,2,1,9,5,8,5,8,2,4,2,5,5,6,1,688.5
5,3,5,10,10,10,4,5,1,9,2,10,5,7,0,1,2,10,3,10,4,748.2
4,3,1,3,10,10,5,2,2,7,6,10,2,9,10,7,2,10,3,2,2,661.9
4,2,7,8,10,10,5,5,1,6,3,3,10,6,7,3,1,8,10,10,4,716
5,0,8,10,10,10,10,5,2,10,10,6,10,8,4,0,2,10,8,10,3,778.2
3,1,10,8,3,6,5,1,1,9,7,10,10,8,0,0,2,2,10,6,2,734.8
2,1,10,10,10,10,10,4,2,8,7,5,5,5,2,0,2,10,8,5,4,734.9
1,2,1,3,2,8,3,1,1,3,2,3,1,8,2,2,1,6,3,2,2,616.1
4,1,0,4,3,10,3,1,1,10,6,9,0,7,2,0,2,5,5,10,4,697
4,4,10,10,4,10,6,4,2,8,3,4,5,6,4,7,2,5,4,4,2,675.4
4,1,8,4,10,5,10,5,2,3,5,5,10,7,0,7,2,10,5,10,3,718.3
4,3,1,4,5,4,1,3,1,7,6,7,1,8,0,1,1,3,5,7,3,659.4
5,0,0,0,0,3,0,0,2,7,0,7,10,7,0,0,1,2,1,10,2,626.9
1,2,2,3,3,6,3,1,2,3,1,4,1,8,3,2,2,2,2,1,2,604.4
2,3,10,10,10,10,10,5,1,5,5,10,10,8,0,1,2,10,5,5,3,760.3
2,1,6,5,4,10,2,1,1,8,4,2,5,7,0,1,2,5,7,5,3,687.1
2,3,4,10,8,6,8,2,1,5,2,4,6,7,4,1,2,10,0,3,3,682.4
0,0,1,3,2,8,1,4,2,5,0,1,3,6,0,0,1,0,6,10,1,620.4
3,4,2,3,1,3,2,5,2,6,3,8,1,7,10,1,2,1,1,2,3,610.1
1,1,2,5,10,5,5,3,1,8,2,6,6,6,0,0,1,5,10,3,1,680.9
2,2,3,6,6,10,4,2,1,6,3,7,4,7,5,5,2,2,7,4,3,671.1
3,2,3,5,7,10,4,2,1,5,2,7,5,7,2,4,2,6,4,5,3,683
4,1,3,8,8,10,9,5,1,3,6,6,5,8,6,1,1,10,5,10,4,717
4,3,3,3,5,10,1,4,2,8,1,8,10,8,0,1,2,5,2,10,4,688.5
1,4,4,2,1,5,1,1,2,6,1,3,1,6,0,3,1,5,0,10,3,593.6
2,4,8,5,3,6,2,1,2,3,3,5,5,7,3,0,2,3,2,7,2,638.4
3,2,7,2,6,2,4,3,2,5,2,4,3,6,0,2,2,4,1,5,4,643.1
3,5,0,1,0,8,0,0,1,10,1,8,0,7,0,10,2,3,0,10,4,622
2,3,3,6,2,8,4,1,1,4,3,2,4,6,0,4,2,2,1,10,3,649.5
2,3,10,2,1,6,0,4,1,5,2,6,0,7,0,3,2,3,1,7,3,653.9
2,3,3,3,4,3,4,2,1,9,2,6,1,7,0,4,2,3,5,7,4,657.3
2,3,6,5,4,7,4,5,2,8,3,5,2,6,0,1,2,3,1,10,3,667.1
3,5,3,1,0,10,2,5,1,0,0,10,0,7,5,10,2,10,1,5,2,632.6
5,4,10,6,1,4,1,5,1,4,0,8,0,7,0,4,2,8,0,3,3,666.2
3,4,1,2,5,10,2,4,2,10,1,5,1,8,9,2,2,5,5,10,3,648.8
3,3,10,10,6,10,6,2,1,2,2,8,2,8,5,0,2,4,0,8,2,691.9
2,3,2,2,0,2,3,0,2,6,1,4,8,7,0,2,2,5,1,10,2,626.3
1,2,10,2,0,1,2,0,2,3,0,2,0,9,0,4,1,2,0,10,2,588.9
2,3,4,6,9,3,0,1,2,8,1,1,4,7,5,1,1,2,1,7,3,608.7
2,1,5,4,5,2,4,2,2,6,1,1,4,9,0,2,1,3,2,2,2,617.6
2,4,1,2,3,10,10,4,2,10,1,2,1,8,8,4,2,10,2,10,3,651.6
5,1,4,10,4,10,3,5,1,8,3,10,7,5,0,1,2,2,4,4,1,718.9
5,1,6,10,5,10,8,1,1,7,10,10,7,5,2,2,2,4,4,5,1,729.1
2,0,5,2,6,2,8,3,2,4,4,1,8,6,0,1,2,8,1,10,4,671.4
4,2,2,5,2,8,4,0,1,5,5,1,3,7,8,3,1,2,3,5,2,622.3
1,0,1,10,10,7,2,0,1,7,3,1,4,7,10,1,1,4,3,2,2,634.2
1,0,1,10,10,7,2,0,1,7,3,1,4,7,10,1,1,4,3,2,2,634.2
4,3,2,5,5,5,2,5,1,2,6,2,8,7,2,3,2,4,6,9,2,682
3,1,5,4,10,7,4,3,1,9,4,3,8,6,2,2,1,10,3,5,2,688.8
4,4,8,6,8,5,3,5,1,2,2,4,0,7,7,0,2,3,1,3,3,656.9
3,3,10,6,5,10,6,3,2,5,2,2,0,7,0,1,2,7,2,1,4,661.6
5,1,7,5,10,8,4,5,1,10,2,10,10,8,0,3,2,10,8,5,2,755.2
5,2,10,10,5,5,5,2,1,10,3,5,10,7,10,3,2,4,5,3,2,697.9
2,0,10,10,6,4,3,5,2,6,3,1,2,7,0,0,1,10,2,6,4,671.6
1,5,10,5,5,2,6,4,1,5,6,10,3,6,4,3,1,5,3,9,2,663
1,1,2,6,3,4,4,1,1,10,3,2,3,8,0,0,2,5,5,7,4,672
5,3,10,10,5,3,2,3,1,2,0,8,1,5,7,10,2,10,4,7,2,665.8
5,1,5,4,7,4,5,3,1,8,1,6,2,8,0,1,1,8,4,8,2,688.1
0,4,0,8,5,5,5,5,2,7,6,6,5,8,3,0,2,10,10,3,2,677.9
5,3,10,10,10,4,8,5,1,5,3,8,0,7,0,1,2,4,8,10,3,734.2
5,0,2,6,2,5,5,0,1,5,6,6,10,8,2,1,1,8,7,10,1,694.9
3,5,8,2,3,4,5,5,1,5,5,5,5,6,5,1,1,7,5,5,2,656.9
3,4,6,3,3,6,2,2,2,7,3,4,4,7,0,2,2,4,4,2,2,639.9
