FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,SLEEP_HOURS,PERSONAL_AWARDS,TIME_FOR_PASSION,AGE,WORK_LIFE_BALANCE_SCORE
0,1,5,6,10,7,10,2,3,673.7
3,7,8,7,5,6,5,1,3,700
1,1,3,10,10,7,4,4,2,633.3
5,2,4,0,10,7,10,2,1,683.9
2,7,8,6,3,7,1,0,1,595.9
2,3,3,10,10,7,3,6,2,689
5,10,7,5,10,7,5,3,1,727.6
5,7,10,7,10,9,2,3,1,722.9
1,3,10,4,10,7,3,3,1,657.5
4,3,5,6,10,6,0,2,1,653.3
3,6,6,7,10,8,7,2,1,698.5
0,2,7,3,10,8,2,9,1,653.2
4,7,7,3,6,7,5,2,1,650.7
1,3,5,4,6,9,1,2,1,633.3
3,10,10,4,10,8,4,4,1,690
2,5,10,4,10,6,8,7,1,701.9
3,10,7,5,10,8,10,2,1,722.3
2,9,6,3,10,8,5,1,1,663.4
1,5,4,3,7,8,3,3,1,605.9
2,2,10,5,10,8,10,3,1,694.9
2,5,10,9,10,7,10,1,1,694.3
3,8,3,4,10,8,0,2,1,618.4
2,6,3,1,2,6,9,2,1,619.7
1,3,5,4,6,9,1,2,1,633.3
5,2,6,4,9,8,2,0,4,643.3
2,8,5,6,10,8,3,4,1,687.2
3,8,5,5,8,10,3,2,1,707.2
3,3,3,10,10,6,9,3,3,684.9
4,10,10,2,2,6,10,0,2,674.9
2,1,3,3,10,6,10,1,3,669.8
5,7,5,10,5,6,10,4,2,734.4
4,10,10,2,2,6,10,0,2,674.9
2,8,1,1,4,8,10,4,3,661.8
2,0,4,3,10,8,9,1,3,634.3
2,1,2,10,3,6,0,1,1,622.1
3,10,10,2,3,7,10,2,4,711.7
1,10,3,10,3,4,3,1,3,651.8
4,8,5,4,4,8,5,3,4,690.9
1,0,2,1,3,7,2,0,3,598.5
2,1,2,6,5,6,10,1,4,606.8
1,3,2,2,2,7,2,4,2,574.9
3,1,3,1,3,6,4,4,2,641.4
2,5,2,7,9,6,8,1,2,632.7
5,3,10,10,10,8,5,6,4,752.1
5,6,8,10,5,8,10,2,4,721.2
4,10,9,10,5,7,6,10,2,731.7
3,9,7,10,6,6,6,4,1,697
5,5,6,3,10,8,7,3,3,724.6
5,10,10,10,10,6,4,2,3,732.7
4,10,7,8,10,7,10,5,2,756.1
3,10,10,6,10,8,5,7,1,714
3,10,10,6,10,8,5,7,1,714
3,10,8,0,1,7,10,3,4,631
1,5,10,10,10,8,6,9,4,722.9
2,5,3,10,5,8,2,1,2,648
1,5,4,7,10,7,4,3,3,632.5
4,2,1,10,2,8,4,5,4,673.5
2,0,2,2,2,9,2,0,3,573.4
5,6,6,10,10,7,10,1,4,698.9
3,10,2,10,10,6,10,1,1,625.7
2,10,6,10,10,8,7,3,4,735.9
2,10,6,10,10,8,7,3,4,735.9
2,10,10,10,10,7,8,5,2,715.9
5,3,1,3,5,7,7,1,4,656.4
5,8,10,5,9,9,10,10,1,738
2,3,10,5,10,10,2,4,1,657
4,6,7,5,10,8,10,6,1,734
0,0,10,3,10,8,10,10,1,648.6
1,5,1,1,10,10,1,0,1,619.5
3,7,4,4,7,8,10,1,1,665.8
5,7,8,5,10,10,10,10,1,716.1
2,7,8,3,4,7,0,2,1,635
3,6,8,5,10,6,5,2,1,693.4
5,4,10,5,10,8,10,7,1,739.1
3,0,10,0,10,9,10,10,1,699.3
3,10,10,7,10,8,10,6,1,715.3
2,4,8,4,10,7,10,6,1,692.1
1,0,4,3,5,7,5,0,1,605.7
1,7,7,2,10,10,7,7,1,669.6
1,4,5,1,7,6,7,1,1,615.4
3,5,10,5,10,10,10,3,1,723.3
2,7,10,10,10,8,10,6,1,715.7
3,1,6,2,10,8,10,3,1,696.2
0,2,3,3,10,9,3,6,1,680
1,3,10,4,10,8,10,0,1,661.6
4,5,8,4,10,6,5,10,1,701.5
3,4,10,4,10,8,10,6,1,700
0,2,3,3,10,9,3,6,1,680
3,1,10,6,10,9,10,6,1,682.1
5,4,8,4,10,7,10,7,1,709.6
2,10,10,10,8,8,10,5,1,710.8
3,4,4,2,10,10,3,2,1,679.1
4,6,5,8,10,9,8,4,1,720.8
2,4,10,4,10,8,10,6,1,696.6
2,2,6,4,10,6,5,6,1,651.8
5,0,10,10,10,8,10,2,1,734.8
4,2,5,4,10,8,6,4,1,695.1
4,2,3,7,6,5,3,0,4,600
3,2,4,4,4,6,4,1,4,622.2
4,4,9,4,7,8,5,9,3,675.6
3,1,1,4,2,5,3,1,4,567.7
4,8,5,4,4,8,5,3,4,690.9
3,2,10,5,10,9,10,6,1,685.5
1,10,9,5,4,8,5,8,4,665.2
5,1,5,5,2,6,9,2,3,596.6
2,4,2,4,3,7,3,4,2,683
3,0,3,3,9,7,4,4,2,616.5
5,8,2,2,8,6,7,4,4,717.4
1,0,4,10,10,2,3,0,4,585.8
3,10,8,9,10,7,10,6,4,716.4
2,2,7,4,7,6,4,1,4,623.5
5,4,6,5,10,8,5,8,4,667.1
3,7,10,10,7,8,5,4,3,697.9
3,5,7,5,10,6,10,1,3,700.4
4,10,4,4,10,8,4,3,4,677.7
5,6,6,5,8,8,5,3,4,682.1
0,1,3,5,4,10,2,1,1,619.9
5,7,5,4,4,8,5,2,2,682.1
2,5,7,5,9,7,7,2,1,696.6
3,2,0,3,2,7,6,1,3,591.7
2,3,7,5,10,7,3,1,3,626.9
5,5,4,7,10,7,2,3,2,677.9
1,0,2,3,7,9,5,0,1,599.9
3,6,5,5,3,5,7,2,3,644
2,6,7,7,9,7,10,0,2,680.9
3,10,1,6,4,8,4,0,3,656
2,2,10,10,10,7,10,9,3,721.1
4,5,4,2,3,8,2,1,4,643.7
1,1,6,2,2,8,5,4,3,653.9
5,8,10,10,10,8,10,8,2,715.3
2,10,3,3,5,7,5,1,4,653.1
3,10,6,9,3,6,5,8,2,709.6
2,2,10,2,10,8,5,8,4,687.5
4,5,2,2,4,8,2,1,2,619.3
1,3,8,2,4,8,3,3,2,649.8
4,3,6,6,10,7,10,2,4,676.7
5,10,10,1,8,8,2,2,2,654.1
4,1,2,10,10,7,10,1,3,669
5,6,10,2,10,10,10,10,3,779.4
3,9,7,10,6,6,6,4,1,697
3,3,5,10,10,10,10,2,2,646.8
1,5,5,5,10,7,2,0,2,629.1
4,10,10,3,7,8,5,0,2,660.5
4,10,7,10,10,7,2,8,2,740.8
5,3,5,2,3,6,3,1,3,613.7
5,3,4,2,2,5,6,1,2,652.2
1,10,4,10,6,5,5,2,3,628.7
5,5,6,3,10,6,4,5,4,712.3
1,8,5,10,10,6,1,0,3,623.8
5,10,0,5,10,6,10,3,4,722.8
5,6,10,10,4,8,9,5,2,733.1
5,3,3,4,10,7,5,1,2,659.6
2,8,8,5,8,7,8,2,4,717.6
3,10,3,3,10,9,2,0,3,617.6
2,0,10,10,10,6,1,10,1,690.3
1,3,3,3,2,7,10,4,3,639.4
1,3,4,10,10,6,5,5,2,727.6
5,6,4,10,10,7,3,1,4,641.1
2,4,10,10,10,6,10,7,2,704.5
3,2,4,4,10,6,0,1,1,671.1
4,4,5,10,6,7,5,1,2,668.8
1,2,4,5,5,5,10,1,1,596.6
3,3,8,5,10,7,4,2,1,660.9
1,6,1,3,6,6,5,0,3,612.1
3,5,7,10,10,8,5,2,4,660.1
2,5,5,10,10,10,5,5,3,695.1
5,10,10,10,10,8,7,10,2,787.5
5,7,2,0,6,7,2,2,2,669
1,10,10,10,10,7,4,2,3,724
1,3,5,10,8,8,5,7,3,703.6
3,3,6,4,3,7,7,2,4,638.6
3,10,5,10,5,7,5,2,2,692.8
4,2,6,0,2,7,3,1,3,607.2
4,3,3,3,10,6,2,1,4,622.9
0,5,5,5,7,6,1,0,2,636.7
5,10,10,10,7,7,10,0,3,694.3
5,5,10,8,10,6,10,5,1,744
5,2,4,7,3,8,3,7,3,678.7
2,9,5,7,10,8,10,2,1,664.5
4,4,6,10,10,9,1,3,1,696.4
1,2,5,10,10,7,10,2,1,692.8
2,8,5,9,10,8,10,2,1,667.9
4,5,10,10,10,9,4,2,1,718.5
5,4,5,5,7,8,4,4,1,658.4
4,10,5,10,10,7,10,10,2,731
3,4,10,6,10,7,10,3,1,734.2
0,3,5,4,2,4,2,0,2,598.3
0,3,5,4,2,4,2,0,2,598.3
4,10,4,6,2,6,10,5,4,689.6
2,6,3,1,6,7,4,0,2,592.1
4,9,10,10,10,7,3,6,4,726.8
2,0,5,10,5,6,3,2,3,590
3,3,10,8,10,6,5,1,4,632.5
2,5,8,2,8,6,4,1,2,635
5,3,3,2,10,7,9,7,1,742.5
5,10,10,4,10,7,10,1,3,702.3
5,6,10,10,2,6,10,1,3,639.9
2,8,4,4,4,8,6,2,4,659.6
4,3,4,8,6,9,4,8,3,699.1
2,1,3,3,5,7,10,1,3,608.7
5,5,7,10,10,4,10,7,3,699.2
3,1,3,10,10,6,3,4,4,656.5
5,10,6,10,10,6,10,3,4,711.5
1,10,7,1,6,7,4,3,2,629.3
3,3,1,1,4,7,10,0,4,646.2
1,8,10,10,10,6,4,4,1,685.6
2,4,10,10,10,8,5,8,3,707
2,2,3,3,4,6,6,8,2,596.6
2,10,3,4,3,9,5,0,4,672.8
4,1,8,1,7,8,2,0,4,643.5
3,8,10,4,8,7,2,5,2,642.9
3,5,0,10,10,8,2,3,3,708.9
3,2,2,4,7,7,3,2,2,658.2
2,1,5,6,3,7,5,4,3,657.7
3,8,8,8,4,7,10,2,3,705.7
1,5,3,3,1,6,10,1,3,680
3,2,10,7,6,8,10,9,4,706.6
1,1,1,3,0,8,0,0,3,544.7
3,2,2,1,3,8,10,0,3,637.8
4,8,10,10,10,7,10,10,3,747.6
4,4,7,6,9,6,7,3,2,656
1,8,10,10,10,6,4,4,1,685.6
1,8,10,10,10,6,4,4,1,685.6
4,6,5,5,5,7,3,2,2,661.1
0,3,6,4,9,5,3,1,3,598.5
5,10,8,5,10,8,10,5,3,729.7
5,4,5,5,10,8,10,5,2,710.8
3,5,3,5,5,6,4,1,3,605.7
2,0,2,1,3,9,3,1,2,613.3
1,6,7,6,5,7,3,1,2,664.3
5,4,5,5,10,8,10,5,2,710.8
3,6,5,6,7,7,9,1,3,692.1
3,5,6,4,3,8,10,0,2,659.9
2,10,10,10,10,7,3,1,3,733.8
1,0,0,0,2,8,1,2,2,591.9
5,8,8,10,6,7,10,4,4,735.5
5,4,5,5,10,8,10,5,2,710.8
5,10,5,6,2,7,8,2,4,681.9
5,10,4,2,1,6,5,3,3,632.7
2,7,5,10,10,8,8,7,3,706.6
2,4,10,4,4,8,3,2,4,654.3
3,5,2,3,2,7,4,0,3,605.5
1,0,3,2,1,4,2,0,2,533.3
2,3,6,2,3,6,4,2,2,626.3
2,10,4,5,10,7,1,0,4,609.7
2,10,5,3,3,9,10,0,2,631.4
4,10,6,6,2,7,6,1,4,681.8
5,8,7,7,5,7,6,6,2,688.1
4,10,4,2,6,7,10,8,2,729.3
3,10,7,10,10,7,6,5,3,710.8
3,7,4,10,10,7,7,2,3,644.8
2,2,4,1,7,7,4,0,1,580.6
5,7,10,10,10,6,5,3,2,715.6
5,1,6,3,10,7,10,0,1,617.4
3,2,5,10,10,7,4,10,3,684.5
3,10,9,6,10,6,7,2,3,651.6
5,2,3,10,5,6,2,7,3,681.3
5,10,4,2,1,6,5,3,3,632.7
2,10,5,3,3,9,10,0,2,638
5,6,8,10,10,8,10,8,4,758.6
4,1,10,10,5,7,10,3,4,710.9
5,2,0,10,3,5,2,1,4,598.7
5,10,6,4,5,8,10,2,2,701.9
2,7,3,10,10,10,7,2,2,659.6
5,10,4,10,10,10,8,1,1,703
3,5,3,10,10,6,5,1,2,652.4
5,10,10,8,4,8,3,1,4,706.4
5,8,5,5,10,5,8,0,4,665.2
1,2,3,3,10,7,10,2,3,666.6
3,4,6,5,1,7,7,3,2,675.1
1,5,5,2,10,8,3,4,4,662
1,2,2,2,3,7,10,2,2,614
4,0,7,5,10,7,10,2,1,693.8
2,4,5,3,4,8,4,2,1,663
3,10,10,10,5,8,10,4,3,714.9
5,3,3,10,10,8,10,8,3,731.4
2,4,5,6,5,7,2,2,4,660.5
2,4,5,3,4,8,4,2,1,663
3,2,10,10,6,8,10,3,4,702.3
2,10,8,3,8,8,4,1,2,692.3
2,2,2,1,10,8,10,2,3,631.2
5,8,6,8,10,7,4,8,2,718.5
2,3,9,10,4,8,10,1,4,697
4,5,3,3,3,8,4,4,4,671.5
2,10,6,5,8,6,9,1,1,647.7
2,1,3,1,10,9,2,2,4,622
5,10,5,5,5,8,2,1,3,697.4
5,10,1,3,5,6,4,6,4,681.3
1,3,2,0,8,6,3,0,1,581.9
3,1,3,0,3,6,2,0,4,598.9
3,1,3,0,3,6,2,0,4,598.9
4,6,4,7,7,6,7,10,3,715.7
4,10,10,7,7,8,3,2,4,688.3
3,5,3,3,5,7,5,1,3,636
1,2,4,3,5,7,0,1,1,582.9
5,6,4,2,6,7,9,10,4,716.8
4,3,3,0,3,6,0,0,3,617.2
0,2,5,10,7,8,2,2,2,622.5
5,2,6,3,10,6,3,0,4,615
0,2,6,3,10,8,4,6,1,668.5
1,0,2,5,3,7,7,4,3,617.6
3,10,5,3,3,5,3,3,2,669
5,2,10,3,10,7,4,0,4,638
5,4,5,2,10,6,10,6,3,687.5
4,3,10,10,6,7,10,4,2,675.4
4,3,9,7,3,6,3,3,3,681.1
3,2,5,2,3,9,6,0,2,627.5
2,5,10,5,10,7,10,2,4,712.5
3,7,6,7,8,7,5,2,3,691.7
5,10,10,8,3,8,10,6,2,742.1
2,8,4,8,10,6,5,4,2,674.7
4,10,7,7,3,7,10,3,4,712.6
5,3,9,5,5,7,6,7,4,689.6
5,10,2,4,7,8,10,0,3,663.3
4,3,10,4,10,8,4,6,2,699.6
3,6,5,7,4,8,2,1,4,689.8
4,3,9,10,10,8,7,4,4,716.2
1,5,2,2,2,9,2,1,2,642.8
2,5,4,10,5,8,5,2,4,661.8
1,3,10,9,6,6,0,1,2,595.1
5,10,10,5,10,8,10,3,2,743.4
2,4,7,2,10,7,6,4,4,646.5
4,4,8,6,1,6,4,1,2,647.7
3,3,4,10,10,7,10,4,3,706.6
1,4,10,10,8,6,4,10,2,673.2
5,2,2,1,6,8,5,2,2,628
3,1,7,7,7,6,2,4,3,612.9
3,5,3,5,2,8,5,2,3,679.4
3,6,7,0,4,7,10,1,2,645.2
5,10,10,10,10,7,10,4,4,770.3
2,10,6,8,6,7,6,1,2,648.4
4,3,3,10,10,6,3,3,2,667.1
5,3,8,2,2,6,1,2,3,624.2
3,8,3,5,10,7,5,2,2,655.6
2,6,2,3,3,8,0,1,2,605.5
4,3,7,6,7,8,3,4,2,662.4
3,5,2,3,8,6,6,2,2,638.4
3,5,8,4,10,5,4,1,2,648.4
3,5,8,4,10,5,4,1,2,648.4
3,2,9,4,10,5,5,1,2,646.5
4,10,10,10,10,6,10,2,3,742.9
4,10,10,10,10,7,6,2,1,673.9
2,10,6,8,5,7,3,2,2,652.4
2,4,9,2,9,6,4,3,3,588.1
5,4,10,5,10,8,0,1,3,684.1
1,3,2,10,4,8,4,2,2,623.3
2,4,9,2,9,6,4,3,3,588.1
3,10,3,5,9,7,10,1,2,678.5
3,3,4,7,8,7,7,4,2,671.1
5,10,8,10,6,7,10,8,2,754.6
4,10,8,10,10,7,10,5,2,729.3
4,1,6,3,1,7,2,0,2,618.9
2,4,2,8,5,8,8,3,1,686.2
2,3,4,10,10,10,10,8,3,686
2,1,0,6,6,5,7,0,2,627.6
5,5,1,10,3,7,10,10,4,741
5,6,5,10,10,5,10,5,4,724
5,3,10,10,6,6,8,5,4,709
1,0,0,3,2,7,3,0,3,571.7
4,10,9,8,4,8,10,10,2,714.9
1,1,2,10,10,6,8,0,2,617.2
2,1,2,2,4,8,7,1,4,640.5
5,8,10,8,5,8,7,2,1,700.4
1,2,3,1,2,8,2,3,2,616.7
4,3,7,7,3,9,6,1,1,651.1
4,3,7,7,3,9,6,1,1,651.1
2,5,4,5,3,8,4,8,3,643.5
5,10,5,4,5,7,4,2,4,665.2
0,6,5,3,10,6,5,6,2,643.3
5,0,10,4,10,8,10,2,4,697
3,6,6,4,5,5,7,8,2,729.2
5,3,3,3,7,7,3,1,4,667.1
2,10,8,8,10,7,2,1,3,632.5
3,4,10,4,10,7,6,1,3,672.4
2,1,2,1,2,5,1,0,3,552.2
1,5,10,10,10,7,10,4,1,737.8
1,5,10,10,10,7,10,4,1,737.8
1,8,10,10,10,7,10,5,1,746.3
5,10,5,10,3,8,10,2,3,736.3
4,7,3,1,7,7,0,3,1,641.6
1,8,0,3,3,6,5,2,2,690.5
1,8,0,3,3,6,5,2,2,690.5
2,4,6,10,10,7,3,10,2,701.9
1,10,4,10,10,8,10,0,2,692.3
1,7,10,10,10,7,10,4,1,742.7
5,10,8,1,5,8,10,5,2,673.9
4,3,10,10,4,9,5,1,4,678.3
1,8,8,10,10,9,4,0,4,680
3,10,5,10,3,8,10,2,4,672.4
1,7,5,5,3,9,1,2,2,658.5
1,1,2,5,10,6,2,0,3,576.6
5,10,5,10,10,7,10,3,4,726.1
5,10,5,10,10,7,10,3,4,726.1
1,6,4,10,4,9,10,10,2,706.1
3,10,6,6,10,7,10,2,4,720
3,8,3,7,10,7,4,9,3,705.7
5,10,5,10,6,6,10,2,4,705.5
4,3,6,6,5,7,5,6,4,676.9
3,3,2,3,6,6,7,7,2,641.4
2,4,4,3,3,6,3,2,2,610.8
4,10,6,10,9,8,10,2,4,729.3
5,10,6,3,6,7,4,1,2,670.3
1,2,5,10,10,6,10,5,4,679.9
1,10,4,4,4,8,3,5,2,637.8
0,0,4,0,4,10,1,1,2,588
5,10,10,10,10,8,10,5,1,768.8
3,10,7,5,4,7,6,1,4,673.4
2,3,4,3,10,6,10,1,2,639.9
1,4,8,8,5,6,5,1,4,652.9
1,10,2,0,0,4,6,4,4,681.6
5,3,0,2,2,5,4,8,3,611.7
4,4,7,8,9,8,4,4,4,686.4
1,1,1,1,10,4,5,0,1,645
1,5,8,2,5,6,2,1,2,591.7
4,7,10,4,10,7,10,2,2,677.1
2,4,4,4,7,7,8,1,3,635.6
3,5,5,8,10,6,8,3,3,687.1
1,3,1,3,6,8,2,1,3,601.2
5,10,6,10,10,8,4,8,2,719.5
3,10,10,5,10,7,8,1,2,730.2
4,7,4,10,5,7,10,5,4,730.8
3,7,3,5,3,7,10,6,4,632.7
5,5,2,5,2,7,2,3,4,696.2
2,9,5,10,8,6,5,5,2,649.9
3,10,8,10,10,7,10,8,3,723.8
5,10,10,10,10,7,10,7,2,752.7
5,9,5,5,4,8,3,1,1,669.6
5,5,2,10,7,8,10,8,4,770.5
2,3,7,2,10,7,3,0,2,619.7
2,1,7,3,10,7,10,5,3,702.3
4,3,9,5,5,5,5,7,3,636.5
4,10,10,10,10,8,10,10,3,746.8
2,10,7,10,10,8,10,5,2,716.4
5,10,10,2,3,7,2,5,4,683
5,3,5,7,10,8,10,4,3,658.8
5,5,5,5,10,8,10,9,4,697.7
2,2,1,3,1,8,6,2,3,589.1
2,5,3,4,10,7,7,6,2,659.8
1,3,8,1,6,8,4,5,1,655
1,0,1,10,10,7,4,0,3,585.5
1,2,3,1,8,8,1,0,3,594.6
4,5,10,7,7,7,10,10,4,720.6
4,10,6,10,6,6,8,5,2,720.8
3,7,5,5,3,6,7,6,4,704.3
4,6,4,3,5,7,2,5,2,650.5
2,2,3,4,2,6,8,3,3,644.8
5,10,10,0,4,8,3,1,2,679.6
4,10,4,10,10,7,6,7,2,707
2,1,2,2,3,8,4,2,3,653.9
5,2,3,0,5,7,5,0,1,629.2
4,5,7,10,10,5,10,5,3,707
4,8,3,5,10,6,10,7,4,740.8
4,10,4,4,10,10,1,2,3,682.1
5,10,10,10,10,6,10,8,3,759.7
2,4,4,3,4,7,1,2,2,622.5
2,4,3,4,4,7,2,2,2,627.6
5,10,9,8,3,7,3,6,4,703.4
5,6,2,10,10,7,10,8,4,665.6
5,3,0,10,0,7,10,9,4,655.4
4,8,6,4,10,7,4,6,2,690.5
2,7,6,5,9,8,7,7,2,704.9
5,10,8,10,10,8,10,5,1,768.6
5,10,8,6,10,7,8,1,4,668.8
3,4,6,5,5,7,3,7,3,655.6
3,10,7,10,8,8,10,10,3,747.8
5,3,5,7,10,8,10,4,3,658.8
5,2,10,8,6,8,5,6,3,728
3,1,3,10,9,7,8,8,3,686
4,1,2,10,10,5,10,0,4,658.8
3,10,6,7,4,6,10,2,2,667.3
3,5,4,5,4,7,3,2,2,656.7
1,5,6,3,6,7,10,2,1,660.1
3,10,8,6,10,7,10,3,2,726.1
2,3,5,3,2,8,5,1,2,617.6
2,10,5,0,5,6,10,2,2,647.6
5,6,3,1,3,8,4,2,2,663.9
5,2,10,8,6,8,5,6,3,728
1,0,3,1,1,9,10,0,2,609.1
1,2,5,4,4,6,10,1,3,635.7
3,5,8,10,10,5,5,8,4,705.2
2,5,4,2,4,8,5,1,3,670.9
3,2,4,1,4,8,4,4,2,651.6
2,4,4,2,6,8,8,3,3,643.1
3,1,2,0,2,9,1,1,2,597.2
2,10,10,4,6,5,10,2,4,659.7
2,6,4,2,4,10,5,1,2,619
2,10,2,0,10,7,0,1,2,622.3
3,10,8,6,8,10,5,8,1,723.3
3,10,6,3,4,8,6,4,3,700.4
3,10,6,6,10,10,5,8,1,723.3
5,4,2,2,5,6,7,3,2,626.5
3,1,0,6,5,9,2,2,2,599.3
1,0,3,2,2,4,3,1,2,597
3,10,6,6,6,7,3,4,2,681.7
5,10,6,10,10,8,4,1,3,700.8
2,2,3,3,5,7,6,10,2,663.3
4,6,10,8,10,8,8,9,3,770.5
3,10,6,6,8,10,6,8,1,728.4
5,9,5,2,8,6,10,1,4,643.3
5,3,6,3,9,9,10,2,1,704
2,3,3,3,3,10,5,0,2,612.2
5,7,3,3,2,5,0,1,3,627
2,2,3,2,3,8,2,0,3,605.7
5,1,2,2,1,6,3,2,4,561.1
3,7,9,5,2,9,4,3,2,670.2
0,2,10,10,5,7,9,10,3,637.3
1,1,4,4,3,7,6,0,3,588.9
5,10,10,10,10,7,5,1,3,729.1
5,10,10,10,10,7,5,1,3,729.1
2,7,0,1,3,8,7,0,2,611.2
3,3,4,8,7,6,4,4,1,644.8
4,10,7,4,8,8,6,4,4,730.8
4,10,7,4,8,8,6,4,4,730.8
4,10,7,7,8,8,5,4,4,739.3
5,10,10,9,4,7,10,2,4,744.8
5,8,9,9,5,7,10,3,4,739.7
5,10,7,1,10,7,4,0,3,677.1
2,3,7,8,7,7,5,4,2,672.8
2,0,6,1,2,6,8,1,4,601.7
2,4,6,5,10,8,10,6,1,729.7
3,8,10,10,10,7,10,10,4,732.3
2,2,2,2,2,5,3,2,1,605.3
5,3,2,2,10,5,7,0,4,622.5
2,0,0,0,3,8,4,2,1,584
3,10,7,6,8,10,6,8,1,726.7
5,5,3,8,10,8,5,6,3,728
5,3,5,3,3,4,2,2,2,627.4
3,5,5,3,4,7,7,1,2,672
3,0,3,2,3,7,2,3,2,612.3
5,10,10,8,10,7,10,2,4,712.8
4,8,6,4,10,7,4,6,2,690.5
4,10,3,7,8,7,4,6,2,674.3
4,10,3,7,8,7,4,6,2,674.3
4,10,3,7,8,7,4,6,2,674.3
2,3,4,2,3,10,3,4,2,628.4
2,0,2,0,1,4,0,0,4,562.3
4,10,3,5,8,7,4,6,2,672.6
4,10,3,3,8,7,4,6,2,670.9
3,4,7,10,10,6,10,1,3,656.5
4,4,3,3,3,8,5,3,2,622
3,10,5,10,3,7,10,5,4,722.3
1,2,4,10,6,7,5,9,3,693.9
0,3,4,5,10,6,10,1,1,651.2
0,3,4,5,10,6,10,1,1,651.2
2,10,5,10,8,7,10,6,3,741.5
5,6,5,7,4,7,10,6,3,721.9
5,10,0,5,3,7,10,2,3,632.6
0,10,5,0,8,8,2,0,2,654.9
1,2,0,1,3,6,10,1,2,612.5
5,10,10,10,10,10,10,10,3,752.2
5,10,10,10,10,10,10,10,3,752.2
5,10,10,10,10,10,10,10,3,752.2
4,2,5,10,8,6,6,6,4,702.4
5,10,9,4,6,7,6,1,4,688.8
2,9,5,10,10,7,10,8,4,751.4
0,0,4,6,10,7,0,0,1,607.2
5,10,0,5,3,7,10,2,3,632.6
0,10,5,0,8,8,2,0,2,654.9
3,10,8,10,8,6,7,4,4,669.6
5,5,1,3,4,7,3,0,4,618
2,1,10,7,3,8,4,3,2,679.2
3,7,6,10,10,6,10,5,4,748
5,5,10,10,6,7,5,3,2,717
1,7,10,5,10,8,10,4,1,706.2
3,8,8,7,5,7,3,2,2,648.4
2,5,5,3,10,6,5,3,1,642.9
2,3,2,3,10,7,10,10,2,708.7
1,6,5,10,4,6,6,3,2,672.4
1,10,8,4,8,8,3,1,2,652.8
5,0,0,0,5,6,7,1,3,615.4
4,1,4,3,3,8,2,2,3,642
2,10,8,2,8,8,10,0,3,725.9
2,5,3,0,5,8,8,3,1,639.9
0,0,1,0,1,4,0,0,4,496.1
0,0,1,0,1,4,0,0,4,496.1
3,1,4,4,5,8,2,2,4,630.1
3,10,8,3,10,7,8,1,1,730.6
5,4,7,9,6,7,5,1,3,692.4
5,4,7,9,6,7,5,1,3,692.4
5,5,10,5,10,7,10,5,3,731.2
5,6,10,10,10,7,6,1,4,695.5
3,10,6,10,7,5,10,2,2,711.1
4,2,6,4,4,8,3,5,3,650.9
5,10,4,4,10,8,1,0,2,670
1,4,3,2,7,6,7,2,4,612.5
5,10,10,10,6,8,10,8,3,741.6
5,6,5,7,10,8,8,10,2,683.8
4,10,5,5,10,7,10,2,4,720.8
5,10,8,10,8,6,7,5,4,750.4
3,10,10,7,10,8,10,8,3,741.6
5,10,10,10,10,10,10,10,3,820.2
2,0,4,3,10,6,10,8,3,650.1
5,10,10,10,9,8,10,6,2,734.4
3,10,4,3,2,7,5,2,4,655.6
1,7,10,4,4,10,10,4,2,706.2
2,8,10,5,3,8,10,0,2,656.5
4,6,2,3,2,7,2,0,2,607
4,7,3,7,1,8,5,2,2,650.9
2,10,0,1,0,7,2,10,2,690.4
1,2,1,1,5,7,1,0,1,590.2
4,8,6,4,10,7,4,6,2,690.5
3,8,1,6,4,7,4,7,4,665.2
2,9,3,5,8,8,3,1,2,628.4
2,5,8,6,10,9,4,0,2,639.4
3,10,5,10,5,7,10,4,3,706.2
1,5,4,2,3,8,5,6,2,684.3
2,3,0,3,1,8,6,5,2,618.4
4,7,6,10,10,6,2,3,1,679.6
1,7,3,2,10,5,5,1,1,665.6
0,3,5,1,4,6,10,6,2,616.1
2,2,5,2,10,7,2,1,4,608.8
1,3,3,1,10,8,5,3,2,617.5
5,10,10,6,4,8,10,10,2,758.2
4,6,6,2,8,6,5,3,2,672.2
2,3,0,3,1,10,4,1,4,582.1
3,8,6,4,5,8,10,10,2,731.4
5,3,5,6,8,7,6,1,2,637.5
0,7,6,1,10,7,5,1,3,685.4
2,1,1,0,6,8,2,1,2,585.3
4,5,3,1,8,8,4,5,2,642
2,5,4,10,10,8,5,2,3,698.7
0,3,3,10,8,8,7,2,2,638.2
2,10,4,10,4,7,5,2,2,644.5
5,6,3,5,10,6,7,1,2,682.8
3,5,5,2,8,7,5,7,1,698.9
5,10,7,4,10,9,4,3,3,736.5
3,3,3,3,3,8,3,0,4,563.2
4,3,10,7,10,7,10,3,2,704.7
4,8,5,7,7,7,4,4,4,688.7
4,5,5,3,6,5,2,1,3,665.6
3,10,8,7,6,8,10,1,3,728
2,1,2,2,7,6,2,1,2,597
3,7,9,6,10,7,10,2,1,749.3
3,7,9,6,10,7,10,2,1,749.3
3,7,9,6,10,7,10,2,1,749.3
4,6,3,3,4,8,3,0,4,662
2,10,8,4,10,10,3,3,1,690.4
